KEY,ENGLISH,KOREAN,CHECKED
m.instructions.gamepad.feeding,"Each slime has a particular diet. Most prefer either fruit, veggies, or meat. \
When a slime eats, it produces a plort. \n\
\n\
However, most slimes have a favorite food. When a slime eats its favorite food it produces double plorts! \n\
\n\
<b>Left Bumper/Right Bumper</b>: Select vac tank \n\
<b>Right Trigger</b>: Shoot","여러 종의 슬라임은 각각 좋아하는 식단이 있습니다. 대부분 과일, 채소, 고기를 선호합니다. \
슬라임이 밥을 먹으면 보석을 만들어냅니다. \n\
\n\
그러나 대부분의 슬라임은 가장 좋아하는 음식이 있습니다. 슬라임이 가장 좋아하는 음식을 먹으면 보석을 2배로 만들어냅니다! \n\
\n\
<b>왼쪽 범퍼(LB)/오른쪽 범퍼(RB)</b>: 흡입 탱크를 선택하기 \n\
<b>오른쪽 트리거(RT)</b>: 쏘기",
m.desc.feeding,,,
t.plorts,Ranching Basics: Plorts and the Plort Market,목장일의 기본: 보석과 보석 상점,
m.intro.plorts,SELL! SELL! SELL!,장사하자! 장사하자! 장사하자!,
m.instructions.plorts,"Vac up plorts and shoot them into the Plort Market to get newbucks. \
Plort values fluctuate daily depending on the types of plorts you've recently sold. \n\
\n\
<b>Mouse Wheel</b>: Select vac tank \n\
<b>Left Mouse Button</b>: Shoot","보석을 흡입하여 보석시장에 보석들을 쏘아서 새 돈다발을 얻으세요. \
보석 가격은 최근에 팔았던 보석들 종류에 따라 매일 변동합니다. \n\
\n\
<b>마우스 휠</b>: 흡입 탱크를 선택하기 \n\
<b>마우스 왼쪽 버튼</b>: 쏘기",
m.instructions.gamepad.plorts,"Vac up plorts and shoot them into the Plort Market to get newbucks. \
Plort values fluctuate daily depending on the types of plorts you've recently sold. \n\
\n\
<b>Left Bumper/Right Bumper</b>: Select vac tank \n\
<b>Right Trigger</b>: Shoot","보석을 흡입하여 보석시장에 보석들을 쏘아서 새 돈다발을 얻으세요. \
보석 가격은 최근에 팔았던 보석들 종류에 따라 매일 변동합니다. \n\
\n\
<b>왼쪽 범퍼(LB)/오른쪽 범퍼(RB)</b>: 흡입 탱크를 선택하기 \n\
<b>오른쪽 트리거(RT)</b>: 쏘기",
m.desc.plorts,,,
t.ssbasics,Slime Science: Basics,슬라임 과학: 기본,
m.intro.ssbasics,Definitely weird.,확실히 기이함,
m.instructions.ssbasics,"Slime Science allows you to use plorts and other resources to make \
fantastic gadgets that you can install all over the world. \n\
\n\
Slime Science basics: \n\
- Shoot plorts and resources into the Refinery (cannot be withdrawn once deposited) \n\
- Buy new blueprints or discover them in treasure pods \n\
- Use the Fabricator to make new gadgets \n\
- <b>T</b>: Enter Gadget Mode \n\
- Place gadgets in Gadget Mode \n\
- <b>Left Mouse Button/Right Mouse Button</b>: Rotate gadget (when in Gadget Mode) \n\
\n\
Visit the Slime Science section of the Slimepedia for more details on Slime Science.","슬라임 과학으로 보석과 다른 자원을 사용하여 전 세계에 설치할 수 있는 \
환상적인 장치 들을 만들 수 있습니다. \n\
\n\
슬라임 과학 기본: \n\
- 정제소에 보석과 자원들을 쏘십시오 (한번 정제소에 들어가면 꺼낼 수 없습니다) \n\
- 새로운 청사진을 구입하거나 보물 포드에서 청사진을 발견하세요 \n\
- 제작기를 사용하여 새 장치를 만드세요 \n\
- <b>T<b>: 장치 모드로 들어가기 \n\
- 장치모드에서 장치를 배치하세요 \n\
- <b>마우스 왼쪽/오른쪽 버튼</b>: 장치를 회전하기(장치 모드에서) \n\
\n\
슬라임 과학에 대한 자세한 내용은 슬라임백과의 슬라임 과학 부분을 살펴보세요.",
m.instructions.gamepad.ssbasics,"Slime Science allows you to use plorts and other resources to make \
fantastic gadgets that you can install all over the world. \n\
\n\
Slime Science basics: \n\
- Shoot plorts and resources into the Refinery (cannot be withdrawn once deposited) \n\
- Buy new blueprints or discover them in treasure pods \n\
- Use the Fabricator to make new gadgets \n\
- <b>Down</b>: Enter Gadget Mode \n\
- Place gadgets in Gadget Mode \n\
- <b>Left Trigger/Right Trigger</b>: Rotate gadget (when in Gadget Mode) \n\
\n\
Visit the Slime Science section of the Slimepedia for more details on Slime Science.","슬라임 과학으로 보석과 다른 자원을 사용하여 전 세계에 설치할 수 있는 \
환상적인 장치 들을 만들 수 있습니다. \n\
\n\
슬라임 과학 기본: \n\
- 정제소에 보석과 자원들을 쏘십시오 (한번 정제소에 들어가면 꺼낼 수 없습니다) \n\
- 새로운 청사진을 구입하거나 보물 포드에서 청사진을 발견하세요 \n\
- 제작기를 사용하여 새 장치를 만드세요 \n\
- <b>아래 방향키<b>: 장치 모드로 들어가기 \n\
- 장치모드에서 장치를 배치하세요 \n\
- <b>왼쪽/오른쪽 트리거(LT/RT)</b>: 장치를 회전하기(장치 모드에서) \n\
\n\
슬라임 과학에 대한 자세한 내용은 슬라임백과의 슬라임 과학 부분을 살펴보세요.",
m.desc.ssbasics,,,
t.gadgetmode,Slime Science: Gadget Mode,슬라임 과학: 장치 모드,
m.intro.gadgetmode,A more scientific perspective.,더 과학적인 관점으로. ,
m.instructions.gadgetmode,"In Gadget Mode you can see all available build sites where \
you can install gadgets. \n\
\n\
<b>T</b>: Toggle Gadget Mode \n\
<b>Left Mouse Button</b>: Rotate gadget clockwise \n\
<b>Right Mouse Button</b>: Rotate gadget counter-clockwise \n\
\n\
NOTE: Your vacpack cannot vac or shoot while in Gadget Mode.","장치 모드에서는 장치를 설치할 수 있는 \
모든 건설 부지를 볼 수 있습니다. \n\
\n\
<b>T</b>: 장치모드 켜고 끄기 \n\
<b>마우스 왼쪽 버튼</b>: 장치를 시계방향으로 회전 \n\
<b>마우스 오른쪽 버튼</b>: 장치를 반시계방향으로 회전 \n\
\n\
참고: 장치 모드에서는 vacpack으로 포획, 쏘기를 할 수 업습니다.",
m.instructions.gamepad.gadgetmode,"In Gadget Mode you can see all available build sites where \
you can install gadgets. \n\
\n\
<b>Down</b>: Toggle Gadget Mode \n\
<b>Left Trigger</b>: Rotate gadget clockwise \n\
<b>Right Trigger</b>: Rotate gadget counter-clockwise \n\
\n\
NOTE: Your vacpack cannot vac or shoot while in Gadget Mode.","장치 모드에서는 장치를 설치할 수 있는 \
모든 건설 부지를 볼 수 있습니다. \n\
\n\
<b>아래 방향키</b>: 장치모드 켜고 끄기 \n\
<b>왼쪽 트리거(LT)</b>: 장치를 시계방향으로 회전 \n\
<b>오른쪽 트리거(RT)</b>: 장치를 반시계방향으로 회전 \n\
\n\
참고: 장치 모드에서는 vacpack으로 포획, 쏘기를 할 수 업습니다.",
m.desc.gadgetmode,,,
t.pink_slime,Pink Slime,분홍 슬라임,
m.intro.pink_slime,Their coral hue is scientifically proven to be the color of cheer.,분홍 슬라임의 분홍색 빛깔은 과학적으로 기쁨의 표현인 것으로 밝혀졌습니다. ,
m.diet.pink_slime,"Fruit, Veggies, Meat","과일, 야채, 고기",
m.favorite.pink_slime,(none),(없음),
m.slimeology.pink_slime,"Pink Slimes are the most common slime found on the Far, Far Range. They’re cheerful, docile, \
	and the easiest of all slimes to ranch. A pink slime will eat anything you put in front of it, though they have \
	no favorite food, and their plorts are the least valuable of all slimes.","분홍 슬라임은 머나먼 방목장에서 흔히 찾아볼 수 있는 슬라임입니다. 분홍 슬라임은 유쾌하고, 순하며, 목장에서 가장 다루기 쉬운 슬라임입니다. \
분홍 슬라임은 특별히 좋아하는 음식은 없지만, 분홍 슬라임의 보석은 가치가 제일 낮습니다. ",
m.risks.pink_slime,"Not much to worry about with a pink slime. They're soft, squishy, very happy to be around a \
	rancher, and found all over the Range. But because of this, a rancher won't go far without finding a few pink \
	plorts, which can lead to largos, and then...","분홍색 슬라임을 그다지 걱정하지 않아도 됩니다. 분홍 슬라임은 부드럽고, 물렁물렁하며, 목장 주인 곁에 있는 걸 행복하게 느낍니다. 그리고, 머나먼 방목장 전역에서 발견할 수 있습니다. 하지만 이러한 이유 때문에, 목장주는 느림보를 만들 수 있는 조금의 분홍 보석을 찾으려 하지 않고 멀리 나가지 않을 것입니다. 그리고는.....",
m.plortonomics.pink_slime,"Pink Plorts are an excellent 'multipurpose generic substance' used to manufacture \
	everything from food products to household cleaners. All over earth, people are eating burgers, sweetening their \
	coffees or scrubbing their floors with pink plort products. That's some serious versatility!","분홍 보석은 음식부터 가정용 세제까지 모든것을 만드는데 사용되는 '다용도 일반 물질'입니다. 지구에서는, 사람들이 먹는 버거나, 달달한 커피, 바닦을 닦는 것에 분홍 보석이 들어간 것들을 사용하고 있습니다. 매우 다양한 용도입니다!  ",
t.rock_slime,Rock Slime,암석 슬라임,
m.intro.rock_slime,These slimes ore totally metal.,이 슬라임 광석들은 완전히 금속입니다.,
m.diet.rock_slime,Veggies,야채,
m.favorite.rock_slime,Heart Beet,하트비트,
m.slimeology.rock_slime,"Rock slimes earned their name from the rocky crown of sharp spikes atop their slimy bodies. \
	But their affection for minerals doesn't end with their appearance: rock slimes are strict vegetarians, favoring \
	the satisfying crunch of the heart beet most of all.","암석 슬라임이란 이름은 슬라임 몸 꼭대기에 있는 날카롭고 뾰족한 모양의 돌로 된 왕관으로부터 왔습니다. 하지만 암석 슬라임의 미네랄에 대한 애정은 암석 슬라임의 외모로만 끝나는 것은 아니다: 암석 슬라임은 철저한 채식주의자이고, 무엇보다도 하트비트를 깨물을 때 아삭아삭 씹히는 데 만족감을 얻는것을 가장 좋아합니다.",
m.risks.rock_slime,"The dangers of a rock slime should be fairly obvious: their rocky crown is sharp enough to pierce \
	straight through a rancher's boots. But it's not all about watching where you're stepping as these rocks are always \
	rolling. When you see a rock slime revving up for a tumble, it's best to get out of the way.","암석 슬라임은 분명하게 매우 위험합니다. 암석 슬라임의 암석 왕관은 목장주의 부츠를 뚫어버릴 정도로 날카롭습니다. 하지만 암석 슬라임이 굴러서 돌아다니는 것이 발걸음을 주의해야한다는것 만은 아닙니다. 암석 슬라임이 공중제비를 하기 위해 뱅글뱅글 돌고있는 것을 보면, 저 멀리 피하는 것이 상책입니다.",
m.plortonomics.rock_slime,"Rock plorts are prized for being a key component in the production of 'blue metal,' an \
    amazing alloy that's stronger than titanium and lighter than plastic. Because of its amazing strength, blue metal \
    is often a key component in the hulls of light-speed capable starships, synthetic appendages, and protective \
    holophone cases.","암석 보석은 티타늄보다 단단하고 플라스틱보다 가벼운 놀라운 합금인 '블루 메탈' 의 핵심 구성 성분으로 각광 받고 있습니다. 놀라운 강도 때문에 '블루 메탈'은 광속 항행 우주선, 합성 부속물, 보호용 홀로폰의 케이스를 만드는데 필요한 핵심 요소 입니다.",
t.tabby_slime,Tabby Slime,고양이 슬라임,
m.intro.tabby_slime,"Those stripes, that tail, that wiggle, wiggle, wiggle.","줄무늬, 꼬리, 그리고 흔들, 흔들, 흔들",
m.diet.tabby_slime,Meat,고기,
m.favorite.tabby_slime,Stony Hen,스토니 암탉,
m.slimeology.tabby_slime,"Tabby slimes share many curious similarities to domesticated house cats of Earth. With \
    their perky ears, striped backs, and swaying tails, you'd almost mistake them for a true feline... if they weren't \
    made entirely of gooey slime, of course.","고양이 슬라임은 지구의 길들여진 집고양이와 유사하게 호기심이 많습니다. 생기넘치는 귀, 등에 줄무늬, 살랑살랑 흔드는 꼬리를 볼 때, 진짜 고양이 같다고 착각하는 경우가 많습니다. 물론, 몸이 끈적끈적한 슬라임이 아니였다면 말이죠......",
m.risks.tabby_slime,"A tabby slime generally doesn't mean any harm to a rancher, but like their spiritual Earth cat \
    cousins, often causes a great deal of chaos anyway. Tabby slimes love to steal things they don't eat, like fruits \
    and veggies, resulting in lots of unintended largo transformations on the Range.",고양이 슬라임은 일반적으로 목장주에게 아무런 해를 끼치지 않습니다. 하지만 지구에 있는 고양이의 호기심 정신으로 인해 종종 커다란 혼돈을 불러옵니다. 고양이 슬라임은 과일과 야채 같은 것들을 먹지는 않지만 훔치기를 좋아해서 방목장에 의도하지 않은 많은 느림보가 만들어지게 됩니다.,
m.plortonomics.tabby_slime,"Tabby plorts are a key ingredient in a variety of 'performance enhancing' products that \
    grant the consumer a surge of the tabby slime's signature energy and exuberance. And while athletes the world \
    over take them to gain an edge, prolonged use often results in 'uncontrollable butt wiggles,' another (less \
    desirable) signature of the tabby slime.","고양이 보석은 소비자들이 고양이 슬라임의 상징인 에너지와 열정을 끌어올릴 수 있게 보장해주는 다양한 '성능 향상' 제품들의 핵심 성분입니다. 전 세계의 운동선수들이 다른 선수들보다 우위에 서려고 '성능 향상' 제품들을 사용하는 동안, 종종 고양이 슬라임의 또 다른 (바라지 않은) 상징인 '주체할 수 없는 엉덩이 씰룩씰룩' 상태를 초래합니다,",
t.phosphor_slime,Phosphor Slime,형광 슬라임,
m.intro.phosphor_slime,The softly glowing heralds of starlight.,은은하게 빛나는 별빛의 전령관,
m.diet.phosphor_slime,Fruit,과일,
m.favorite.phosphor_slime,Cuberry,각딸기,
m.slimeology.phosphor_slime,"Phosphor slimes come out at night, flying about the moonlit range upon their translucent \
    wings. Phosphor slimes have a luminescent slime core that pulses with a soft glow, making them easy to spot. It's \
    for this reason ranchers sometimes refer to them as 'low stars.'",형광 슬라임은 밤에 나타나며 투명한 날개로 달빛이 비치는 방목장을 날아다닙니다. 형광 슬라임은 은은한 빛을 발산하는 발광성 슬라임 코어가 있어 쉽게 발견할 수 있습니다. 이러한 이유로 목장주는 종종 형광 슬라임을 '땅위의 별'이라고 부릅니다.,
m.risks.phosphor_slime,"Phosphor slimes have special needs compared to your typical slime. A phosphor slime and its \
    plorts will quickly vanish if exposed to sunlight, meaning a rancher could quickly lose an entire corral's worth \
    of phosphor slimes if they're not careful. Ranchers must either vac them up before daybreak or keep phosphor slimes in a \
    place that is perpetually dark, like a cave.",형광 슬라임은 다른 슬라임과 비교했을 때 특별히 필요한 것이 있습니다. 형광 슬라임과 형광 보석은 햇빛이 내리쬐면 급속히 사라집니다. 즉 목장주가 조심하지 않으면 우리에 있는 슬라임 전체를 순식간에 잃을 수 있습니다. 목장주는 새벽이 오기 전에 형광 슬라임을 포획하거나 동굴과 같이 영원히 볕이 들지 않는 곳에 형광 슬라임을 두어야합니다.,
m.plortonomics.phosphor_slime,"The luminescent compound found within phosphor plorts can produce light for over 100 \
    years, making it an incredibly eco-friendly form of illumination on Earth. Cities across the globe are slowly \
    switching over to phosphor lights, saving trillions of gigawatts of energy daily. Plus if you rub the stuff in your \
    hair, it glows and looks really cool.",형광 보석에서 발견할 수 있는 발광 화합물은 100년 이상 빛을 낼 수 있어서 지구에 매우 친환경적인 조명을 제공합니다. 전 세계의 도시들은 서서히 형광 전등으로 전환하고 있으며 매일 수조 기가 와트의 전기를 절약하고 있습니다. 거기다가 머리카락에 문지르면 빛이 나고 정말 멋져 보입니다.,
t.rad_slime,Rad Slime,방사능 슬라임,
m.intro.rad_slime,Its radiance is so lovely it makes you sick.,방사능이 너무 사랑스러워 당신을 아프도록 할 것입니다,
m.diet.rad_slime,Veggies,야채,
m.favorite.rad_slime,Oca Oca,오카 오카,
m.slimeology.rad_slime,"It's unknown if rad slimes, sometimes called 'raddies,' came to be from external radiation \
    sources or from something naturally ocurring within the Far, Far Range. Regardless, rad slimes emit such a potent \
    aura of radiation they glow in the dark!","라디즈'라 불리는 방사능 슬라임이 외부의 방사능 물질로부터 왔는지, 자연스럽게 머나먼 방목장에서 발생했는지는 모릅니다. 어쨌든, 방사능 슬라임은 어둠속에서 환하게 빛나는 강력한 오라을 방출합니다.",
m.risks.rad_slime,"A rad slime's radioactive aura can induce rad poisoning in a rancher if they remain within it for \
    too long. Ranchers are advised to monitor their rad exposure levels when handling these green globs of gamma goo \
    as extended exposure can cause serious bodily harm, or worse.",목장주가 방사능 슬라임이 방출하는 방사성 오라 안에 오래 있으면 방사능 중독에 걸릴 수 있습니다. 방사능에 장시간 노출되면 인체에 심각한 상해를 유발할 수 있기 때문에 목장주는 감마선을 방출하는 끈적끈적한 것들의 녹색 덩어리를 다룰 때 방사선 노출 수준을 관측하는 것이 좋습니다.,
m.plortonomics.rad_slime,"Given that raddies are basically mobile batteries, it’s no surprise that corporations value \
    rad plorts for their incredible energy-producing capabilities. Most rad plorts get turned into ‘plortonium’ and \
    everything from the latest holophone to a radwave microcook system runs on the stuff.","라디즈'가 기본적으로 이동식 배터리라는 점을 감안할 때, 기업이 엄청난 에너지 생산 능력을 가지고 있는 방사능 보석을 가치있게 여기는건 놀라운 일은 아닙니다. 대부분의 방사능 보석은 '플로토늄'으로 바뀌고 최신 홀로폰에서부터 라드식 전자레인지 시스템까지 모든 것들이 '플로토늄'으로 구동됩니다.",
t.boom_slime,Boom Slime,폭탄 슬라임,
m.intro.boom_slime,"Careful, these slimes have been known to expl-",조심하세요. 이 슬라임들은 폭발하는 걸로 알-,
m.diet.boom_slime,Meat,고기,
m.favorite.boom_slime,Briar Hen,브라이어 암탉,
m.slimeology.boom_slime,"Boom slimes are often heard before they're seen. The slime cells of a boom slime are \
    constantly vibrating, causing their slime to increasingly crackle with energy before ultimately exploding. \
    However, the boom slime always comes out unscathed, though always a little dazed.","폭발 슬라임은 종종 눈으로 발견하기 전에 기척을 느낄 수 있습니다. 폭발 슬라임의 세포는 끊임없이 진동하고, 폭발 슬라임의 에너지로 점점 더 큰 타오르는 소리를 내다가 마지막엔 폭발합니다. 하지만 폭발 후에 폭발 슬라임이 멍해지기는 하지만 상처를 입지는 않습니다.",
m.risks.boom_slime,"Boom slimes are constantly building toward an inevitable explosion, making them quite hazardous \
    to ranchers. In addition to those explosions causing bodily harm, they also have the capacity to send all nearby \
    slimes flying into the air, making them a hard slime to corral.",폭발 슬라임은 계속해서 언제든지 폭발하고 있어 목장주에게 상당히 위험합니다. 폭발 슬라임의 폭발로 신체에 해를 입는 것 외에도 근처에 있는 모든 슬라임을 공중에 날려 보내서 슬라임들을 우리에 가둬놓기 힘들게 합니다. ,
m.plortonomics.boom_slime,"Highly volatile boom plorts have all sorts of applications, including powering rocket \
    thrusters and demolitions. Military organizations value their highly destructive capabilities for ‘medical \
    technology and other research.’ Imagine that!",고 휘발성 물질인 폭발 보석은 로켓 추친기 및 철거 등 다양한 방법으로 응용할 수 있습니다. 군사 조직은 '의학 기술과 다른 연구'를 수행하는 데 폭발 보석의 매우 높은 파괴 능력을 사용하려 합니다. 어떨지는 상상해보세요!,
t.honey_slime,Honey Slime,꿀 슬라임,
m.intro.honey_slime,Nothing is sweeter than (a recently produced plort of) honey.,그 어느 것도 (보석에서 최근에 추출된) 꿀보다 맛있는 것은 없을겁니다.',
m.diet.honey_slime,Fruit,과일,
m.favorite.honey_slime,Mint Mango,민트 망고,
m.slimeology.honey_slime,"Honey slimes are an odd breed of slime composed of a hyper-sweet slime compound. Most slime \
    scientists believe this to be the result of their slime cells replicating the natural sugars found in the fruits \
    and floral nectars of the Far, Far Range. Most ranchers agree their plorts taste great on cereal.",꿀 슬라임은 몸이 매우 달달한 슬라임 혼합물로 구성된 이상한 슬라임종입니다. 대부분의 슬라임 과학자들은 꿀 슬라임이 단 물질로 이루어진 것이 머나먼 방목장에 있는 과일이나 꽃의 꿀에 들어있는 천연 당분을 복제하는 꿀 슬라임의 세포활동이라 보고 있습니다.,
m.risks.honey_slime,"The greatest danger a honey slime poses is found in their plorts. Honey plorts are the sweetest, \
    most delicious plorts known on the Far, Far Range. Other slimes can detect them from much further away than a normal \
    plort and will do everything in their means to get them. A rancher with honey slimes needs to be careful about \
    unintended largos, or worse...","꿀 슬라임을 다룰 때 제일 위험한 것은 꿀 보석 그 자체에 있습니다. 꿀 보석은 머나먼 방목장에서 가장 달고 가장 맛있는 것으로 알려져있습니다. 다른 슬라임이 꿀 보석을 일반 보석을 발견하는 것 보다 더 멀리에서 발견할 것이며, 꿀 보석을 얻기위해 모든 방법들을 할 것입니다. 꿀 슬라임을 데리고 있는 목장주는 의도하지 않은 느림보가 생기지 않게 주의해야 합니다, 그렇지 않을 경우 최악은......",
